Target Position,Measured Position,Measured Velocity,Measured Iq
-1000,-1000.108,0.039,0.099
-1000,-1000.108,0.048,0.103
-1000,-1000.107,0.095,0.107
-1000,-1000.108,0.032,0.112
-1000,-1000.106,0.19,0.116
-1000,-1000.107,0.086,0.112
-1000,-1000.108,0.026,0.104
-1000,-1000.108,0.026,0.127
-1000,-1000.108,-0.021,0.112
-1000,-1000.108,-0.034,0.12
-1000,-1000.109,-0.132,0.114
-1000,-1000.108,-0.044,0.105
-1000,-1000.109,-0.126,0.114
-1000,-1000.109,-0.212,0.104
-1000,-1000.108,0.022,0.096
-1000,-1000.108,0.064,0.102
-1000,-1000.107,0.116,0.113
-1000,-1000.108,0.054,0.101
-1000,-1000.107,0.093,0.115
-1000,-1000.108,-0.075,0.105
-1000,-1000.108,-0.108,0.103
-1000,-1000.108,-0.017,0.11
-1000,-1000.108,-0.081,0.096
-1000,-1000.107,0.088,0.119
-1000,-1000.108,-0.038,0.1
-1000,-1000.108,-0.033,0.122
-1000,-1000.107,0.108,0.109
-1000,-1000.108,0.007,0.117
-1000,-1000.107,0.092,0.108
-1000,-1000.108,-0.037,0.113
-1000,-1000.108,0.014,0.111
-1000,-1000.108,-0.029,0.102
-1000,-1000.108,0.02,0.106
-1000,-1000.107,0.091,0.104
-1000,-1000.108,0.009,0.103
-1000,-1000.108,-0.051,0.116
-1000,-1000.108,0.021,0.114
-1000,-1000.108,-0.045,0.102
-1000,-1000.108,-0.064,0.116
-1000,-1000.108,-0.046,0.119
-1000,-1000.108,-0.081,0.105
-1000,-1000.108,-0.105,0.115
-1000,-1000.108,-0.032,0.111
-1000,-1000.107,0.11,0.107
-1000,-1000.108,0.044,0.106
-1000,-1000.107,0.108,0.108
-1000,-1000.109,-0.147,0.12
-1000,-1000.108,0.014,0.105
-1000,-1000.107,0.083,0.105
-1000,-1000.108,-0.006,0.103
-1000,-1000.108,-0.009,0.114
-1000,-1000.108,-0.071,0.126
-1000,-1000.108,-0.085,0.113
-1000,-1000.108,-0.022,0.116
-1000,-1000.108,0.038,0.127
-1000,-1000.109,-0.216,0.101
-1000,-1000.108,-0.047,0.1
-1000,-1000.108,0.043,0.119
-1000,-1000.107,0.156,0.111
-1000,-1000.107,0.109,0.1
-1000,-1000.108,-0.041,0.115
-1000,-1000.108,-0.046,0.112
-1000,-1000.108,0.002,0.113
-1000,-1000.108,0.014,0.117
-1000,-1000.108,-0.031,0.101
-1000,-1000.108,0.009,0.116
-1000,-1000.108,0.022,0.123
-1000,-1000.108,-0.081,0.116
-1000,-1000.108,-0.027,0.109
-1000,-1000.108,-0.008,0.101
-1000,-1000.108,-0.068,0.107
-1000,-1000.108,0.011,0.111
-1000,-1000.108,-0.099,0.101
-1000,-1000.109,-0.138,0.122
-1000,-1000.108,-0.077,0.12
-1000,-1000.108,-0.007,0.121
-1000,-1000.109,-0.11,0.1
-1000,-1000.109,-0.129,0.109
-1000,-1000.108,0.004,0.115
-1000,-1000.107,0.149,0.114
-1000,-1000.108,-0.003,0.114
-1000,-1000.107,0.104,0.116
-1000,-1000.108,-0.025,0.116
-1000,-1000.109,-0.117,0.112
-1000,-1000.108,-0.005,0.099
-1000,-1000.108,0.052,0.125
-1000,-1000.109,-0.1,0.111
-1000,-1000.108,0.018,0.101
-1000,-1000.108,0.038,0.114
-1000,-1000.107,0.112,0.106
-1000,-1000.108,-0.029,0.115
-1000,-1000.108,-0.028,0.1
-1000,-1000.108,0.032,0.105
-1000,-1000.108,-0.04,0.103
-1000,-1000.108,-0.038,0.122
-1000,-1000.108,0.015,0.113
-1000,-1000.108,-0.049,0.11
-1000,-1000.107,0.076,0.118
-1000,-1000.107,0.087,0.124
-1000,-1000.108,-0.072,0.111
-1000,-1000.108,-0.038,0.119
-1000,-1000.108,-0.03,0.121
-1000,-1000.107,0.101,0.113
-1000,-1000.108,-0.035,0.114
-1000,-1000.108,0.044,0.115
-1000,-1000.109,-0.126,0.116
-1000,-1000.108,-0.022,0.105
-1000,-1000.107,0.094,0.104
-1000,-1000.107,0.088,0.117
-1000,-1000.108,-0.102,0.099
-1000,-1000.108,-0.02,0.12
-1000,-1000.107,0.113,0.115
-1000,-1000.108,-0.113,0.106
-1000,-1000.108,-0.049,0.123
-1000,-1000.108,-0.037,0.116
-1000,-1000.108,-0.056,0.119
-1000,-1000.108,-0.01,0.106
-1000,-1000.108,-0.056,0.119
-1000,-1000.108,-0.032,0.112
-1000,-1000.108,-0.055,0.123
-1000,-1000.108,-0.101,0.122
-1000,-1000.107,0.087,0.112
-1000,-1000.108,0.015,0.113
-1000,-1000.108,-0.023,0.106
-1000,-1000.107,0.11,0.119
-1000,-1000.108,0.037,0.115
-1000,-1000.107,0.098,0.115
-1000,-1000.107,0.083,0.113
